run_id,mode,baseline_name,segment_id,segment_name,train.batches,train.mean_batch_acc,train.train.loss,train.train.answer_token_acc,train.num_total_tokens,train.num_supervised_tokens,train.grad_norm,train.lora_param_delta_l2,train.lr,train.num_branches,train.active_branch,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,active_adapter,drift.triggered,drift.score,drift.core_mean_nll,drift.probe_mean_nll,drift.core_cusum,drift.probe_cusum,train.spawned_branch
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,0,task1590_diplomacy_text_generation,250,0.0,2.1672532518431544,0.5371418833183562,78075,6790,11.31106632836443,0.16336057933899,0.0002,1,b0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.12594804116026487,0.154135810869557,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,b0,False,0.0,3.8125,3.078125,0.0,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,1,task1713_convai3_sentence_generation,250,0.156,0.7261445690635592,0.8089916733593204,37560,3000,7.525281261314742,0.10945980910848457,0.0002,1,b0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.25510148539790495,0.3089536718871084,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,b1,True,1.7281240000000004,6.275,4.80625,2.462499,1.7281240000000004,b1
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,2,task565_circa_answer_generation,455,0.05714285714285714,1.0765300871702013,0.7243617737573781,43370,3290,10.125814580677233,0.13692817258091391,0.0002,2,b1,0.0,0.0,0.0,0.0,0.0,0.0,3,0.09621360512198339,0.20053930119640612,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,b1,False,0.0,3.6296875,2.853125,0.0,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,3,task1730_personachat_choose_next,250,0.852,0.0453052223471168,0.9847876804653894,78845,3160,1.653819832607295,0.03763120472052723,0.0002,2,b1,1.0,0.25,1.0,0.25,0.0,0.0,4,0.29443429285734685,0.3090748402274351,0.25,0.25,0.1694915254237288,0,0.0,0.0,0.0,0.0,b1,False,0.0,2.7421875,1.7521484375,0.0,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,4,task573_air_dialogue_classification,250,0.18,0.09195627920464176,0.976,76605,430,6.999905788946447,0.11074434735975767,0.0002,2,b1,0.0,0.0,0.0,0.0,0.25,0.25,5,0.014649563036947212,0.03480392156862745,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,b2,True,0.9937489999999999,4.215625,3.846875,0.5859365,0.9937489999999999,b2
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,5,task294_storycommonsense_motiv_text_generation,355,0.23098591549295774,1.1929133442508033,0.6718672641912078,71975,1010,13.233713841420547,0.12037108247266884,0.0002,3,b2,0.4166666666666667,0.25277777777777777,0.6666666666666666,0.29444444444444445,0.18,0.18,6,0.34238173265078464,0.3714008120670201,0.25277777777777777,0.29444444444444445,0.2345679012345679,0,0.0,0.0,0.0,0.0,b2,False,0.0,0.1005859375,0.12080078125,0.0,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,6,task1500_dstc3_classification,250,0.724,0.23068241311470047,0.9353333333333333,108775,490,6.28147291698095,0.06189513432403941,0.0002,3,b2,0.7,0.3738095238095238,0.8,0.39999999999999997,0.08333333333333333,0.1111111111111111,7,0.37857160524054057,0.39714803807955235,0.3738095238095238,0.39999999999999997,0.31868131868131866,0,0.0,0.0,0.0,0.0,b2,False,0.0,0.793505859375,0.0509765625,0.6929189218749999,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,7,task1603_smcalflow_sentence_generation,250,0.004,0.9997108167260885,0.7234865839682066,29855,2900,10.72336938191409,0.09457858260702542,0.0002,3,b2,0.2,0.25,0.3,0.34791666666666665,0.1880952380952381,0.14047619047619048,8,0.3009536631809293,0.3946975236257338,0.25,0.34791666666666665,0.2871287128712871,0,0.0,0.0,0.0,0.0,b2,False,0.0,0.7926513671875,0.04951171875,1.3849833515624999,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,8,task576_curiosity_dialogs_answer_generation,250,0.72,0.013022975378320553,0.9963958757224058,53520,7460,0.768395016926245,0.008955049240626733,0.0002,3,b2,0.2,0.26481481481481484,0.2,0.35370370370370374,0.14166666666666666,0.09791666666666665,9,0.35147794398212734,0.4190386368522378,0.26481481481481484,0.35370370370370374,0.2972972972972973,0,0.0,0.0,0.0,0.0,b2,False,0.0,0.992706298828125,0.011676025390625,2.277102712890625,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,9,task639_multi_woz_user_utterance_generation,250,0.0,1.7657191838026047,0.5883273732256833,28345,4080,11.716896723216891,0.10788345836093272,0.0002,3,b2,0.0,0.02,0.0,0.13833333333333334,0.36851851851851847,0.287037037037037,10,0.14412753350570479,0.3648612455939811,0.02,0.13833333333333334,0.12396694214876033,0,0.0,0.0,0.0,0.0,b3,True,0.74560446875,1.3837890625,0.86640625,3.560304837890625,0.74560446875,b3
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,10,task1714_convai3_sentence_generation,250,0.0,1.1097149117305816,0.7173672268907564,46305,2110,12.61922003548385,0.13572021787722394,0.0002,4,b3,0.0,0.09090909090909091,0.1,0.1803030303030303,0.25166666666666665,0.20833333333333334,11,0.20046735392420714,0.34068888527438396,0.09090909090909091,0.1803030303030303,0.15267175572519084,0,0.0,0.0,0.0,0.0,b3,False,0.0,4.671875,3.959375,0.0,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,11,task1501_dstc3_answer_generation,250,0.0,0.5919389101060806,0.788,104225,250,11.65677002913847,0.11274427530834122,0.0002,4,b3,0.0,0.0,0.8,0.125,0.3196969696969697,0.3060606060606061,12,0.10297020586673243,0.13663967001937105,0.0,0.125,0.11347517730496454,0,0.0,0.0,0.0,0.0,b3,False,0.0,3.3671875,3.3375,0.0,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,12,task1729_personachat_generate_next,250,0.004,1.5521962108314038,0.6185460909919115,71185,3000,11.849063892804459,0.10345862876340062,0.0002,4,b3,0.0,0.007692307692307693,0.0,0.12435897435897436,0.2847222222222222,0.2708333333333333,13,0.08916147652143062,0.1688376554210746,0.007692307692307693,0.12435897435897436,0.11258278145695365,0,0.0,0.0,0.0,0.0,b4,True,0.3187490000000001,4.409375,4.278125,0.0,0.3187490000000001,b4
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,13,task574_air_dialogue_sentence_generation,250,0.0,0.9489464475363493,0.752844838438808,77895,3255,8.782311275937849,0.1541244624253893,0.0002,5,b4,0.0,0.005952380952380952,0.0,0.09166666666666667,0.2641025641025641,0.27564102564102566,14,0.12988935199611343,0.24868479912970054,0.005952380952380952,0.09166666666666667,0.08074534161490683,0,0.0,0.0,0.0,0.0,b4,False,0.0,3.3578125,3.65625,0.0,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,14,task848_pubmedqa_classification,250,0.104,0.7334003442091125,0.608,99420,250,6.0535660470627,0.08309790444133945,0.0002,5,b4,0.0,0.005555555555555555,0.3,0.09666666666666666,0.24523809523809526,0.2654761904761905,15,0.10169740819199685,0.15238940246387067,0.005555555555555555,0.09666666666666666,0.08771929824561403,0,0.0,0.0,0.0,0.0,b4,False,0.0,2.98125,3.1515625,0.0,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,15,task611_mutual_multi_turn_dialogue,250,0.076,0.9289582395162433,0.656,81165,250,26.618165125744532,0.19437004600742688,0.0002,5,b4,0.0,0.0125,0.5,0.13854166666666667,0.2211111111111111,0.23,16,0.08946207009342858,0.11341237374123485,0.0125,0.13854166666666667,0.1270718232044199,0,0.0,0.0,0.0,0.0,b4,False,0.0,3.215625,3.328125,0.0,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,16,task766_craigslist_bargains_classification,250,0.324,0.20750389510323294,0.944,102125,250,7.055610303234081,0.046362236569594095,0.0002,5,b4,0.0,0.048039215686274506,0.8,0.20490196078431372,0.16875,0.18645833333333334,17,0.08006158736669354,0.17630508371962023,0.048039215686274506,0.20490196078431372,0.18848167539267016,0,0.0,0.0,0.0,0.0,b4,False,0.0,3.234375,3.375,0.0,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,17,task1384_deal_or_no_dialog_classification,250,0.892,0.22725980921159497,0.924,34715,250,4.378110973807727,0.03777690512369437,0.0002,5,b4,0.7,0.2212962962962963,0.7,0.27685185185185185,0.13529411764705881,0.14607843137254903,18,0.27527612316324623,0.31256212315359305,0.2212962962962963,0.27685185185185185,0.2537313432835821,0,0.0,0.0,0.0,0.0,b4,False,0.0,3.0,3.134375,0.0,0.0,
paper_instrdialog_bank_no_router_s123_v8s5camp,baseline,bank_no_router,18,task1600_smcalflow_sentence_generation,250,0.116,1.4011904717409052,0.6747018360949395,37180,2325,13.355531810719171,0.09612556885171127,0.0002,5,b4,0.0,0.03684210526315789,0.0,0.1868421052631579,0.3212962962962963,0.22314814814814815,19,0.11613313504385961,0.15571528957745798,0.03684210526315789,0.1868421052631579,0.17061611374407584,0,0.0,0.0,0.0,0.0,b4,False,0.0,3.2625,3.58203125,0.0,0.0,
