run_id,mode,segment_id,segment_name,train.batches,train.mean_batch_acc,train.train.loss,train.train.answer_token_acc,train.num_total_tokens,train.num_supervised_tokens,train.grad_norm,train.lora_param_delta_l2,train.lr,train.router_training_strategy,train.routed_train_examples,train.routed_train_num_branches,train.routed_train_fallback_to_active,train.routed_train_branch_counts_json,train.routed_train_mean_margin,train.router_prototype_update_steps,train.router_pll_bonus_steps,train.router_feature_adapter,train.router_num_candidates,train.router_num_labels,train.router_num_skipped_low_margin,train.router_mean_margin,train.router_loss,train.router_train_acc,train.num_branches,train.num_trainable_branches,train.overlap_loss_proxy,train.overlap_mean_cosine,eval.current_score,eval.seen_avg_score,eval.current_task_aware_score,eval.seen_avg_task_aware_score,eval.forgetting,eval.task_aware_forgetting,eval.num_seen_segments,eval.token_f1_mean,eval.lcs_overlap_mean,eval.rouge_l_mean,eval.bleu_mean,eval.slot_error_rate,eval.matrix.segment_000.accuracy,eval.matrix.segment_000.task_aware_accuracy,eval.matrix.segment_000.forgetting,eval.matrix.segment_000.task_aware_forgetting,eval.anytime_score,eval.anytime_task_aware_score,eval.task_aware_score_mean,routing.num_routed,routing.oracle_agreement_rate,routing.decision_confidence_mean,routing.decision_entropy_mean,routing.oracle_margin_mean,active_adapter,overlap_loss_proxy,overlap_mean_cosine,num_branches,drift.triggered,drift.score,drift.core_mean_nll,drift.probe_mean_nll,drift.core_cusum,drift.probe_cusum,eval.matrix.segment_001.accuracy,eval.matrix.segment_001.task_aware_accuracy,eval.matrix.segment_001.forgetting,eval.matrix.segment_001.task_aware_forgetting,train.routed_train_raw_branch_counts_json,train.anti_overlap_beta,train.anti_overlap_activation_beta,train.anti_overlap_weight_beta,train.anti_overlap_schedule_scale,train.anti_overlap_branch_scale,train.anti_overlap_activation_loss,train.anti_overlap_weight_loss,train.anti_overlap_routing_loss,train.anti_overlap_total_loss,train.anti_overlap_steps,train.num_router_labels,train.router_ce_loss,eval.matrix.segment_002.accuracy,eval.matrix.segment_002.task_aware_accuracy,eval.matrix.segment_002.forgetting,eval.matrix.segment_002.task_aware_forgetting,eval.matrix.segment_003.accuracy,eval.matrix.segment_003.task_aware_accuracy,eval.matrix.segment_003.forgetting,eval.matrix.segment_003.task_aware_forgetting,eval.matrix.segment_004.accuracy,eval.matrix.segment_004.task_aware_accuracy,eval.matrix.segment_004.forgetting,eval.matrix.segment_004.task_aware_forgetting,eval.matrix.segment_005.accuracy,eval.matrix.segment_005.task_aware_accuracy,eval.matrix.segment_005.forgetting,eval.matrix.segment_005.task_aware_forgetting,eval.matrix.segment_006.accuracy,eval.matrix.segment_006.task_aware_accuracy,eval.matrix.segment_006.forgetting,eval.matrix.segment_006.task_aware_forgetting,eval.matrix.segment_007.accuracy,eval.matrix.segment_007.task_aware_accuracy,eval.matrix.segment_007.forgetting,eval.matrix.segment_007.task_aware_forgetting,eval.matrix.segment_008.accuracy,eval.matrix.segment_008.task_aware_accuracy,eval.matrix.segment_008.forgetting,eval.matrix.segment_008.task_aware_forgetting,eval.matrix.segment_009.accuracy,eval.matrix.segment_009.task_aware_accuracy,eval.matrix.segment_009.forgetting,eval.matrix.segment_009.task_aware_forgetting,eval.matrix.segment_010.accuracy,eval.matrix.segment_010.task_aware_accuracy,eval.matrix.segment_010.forgetting,eval.matrix.segment_010.task_aware_forgetting,eval.matrix.segment_011.accuracy,eval.matrix.segment_011.task_aware_accuracy,eval.matrix.segment_011.forgetting,eval.matrix.segment_011.task_aware_forgetting,eval.matrix.segment_012.accuracy,eval.matrix.segment_012.task_aware_accuracy,eval.matrix.segment_012.forgetting,eval.matrix.segment_012.task_aware_forgetting,eval.matrix.segment_013.accuracy,eval.matrix.segment_013.task_aware_accuracy,eval.matrix.segment_013.forgetting,eval.matrix.segment_013.task_aware_forgetting,eval.matrix.segment_014.accuracy,eval.matrix.segment_014.task_aware_accuracy,eval.matrix.segment_014.forgetting,eval.matrix.segment_014.task_aware_forgetting,eval.matrix.segment_015.accuracy,eval.matrix.segment_015.task_aware_accuracy,eval.matrix.segment_015.forgetting,eval.matrix.segment_015.task_aware_forgetting,eval.matrix.segment_016.accuracy,eval.matrix.segment_016.task_aware_accuracy,eval.matrix.segment_016.forgetting,eval.matrix.segment_016.task_aware_forgetting,eval.matrix.segment_017.accuracy,eval.matrix.segment_017.task_aware_accuracy,eval.matrix.segment_017.forgetting,eval.matrix.segment_017.task_aware_forgetting,eval.matrix.segment_018.accuracy,eval.matrix.segment_018.task_aware_accuracy,eval.matrix.segment_018.forgetting,eval.matrix.segment_018.task_aware_forgetting
citb_instrdialog_order1_seed1_ours_v1_strict,ours,0,task848_pubmedqa_classification,945,0.0,18.566732804232803,0.2447217565759149,3418635,18720,12.336869034531674,0.0022033355516056386,1e-05,learned_router,500,1,500,"{""b0"": 500}",0.0,1,0,default,500,500,0,0.0,1.77635686587003e-16,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1.0,1.0,-1.0000889005818398e-12,0.0,b0,0.0,0.0,1,False,0.0,3.151611328125,3.359130859375,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citb_instrdialog_order1_seed1_ours_v1_strict,ours,1,task611_mutual_multi_turn_dialogue,945,0.20714285714285716,22.145039682539682,0.25456349206349205,2214705,15000,15.16194684781302,0.0017254576264764158,1e-05,learned_router,500,1,500,"{""b0"": 500}",0.0,1,0,default,500,500,0,0.0,1.77635686587003e-16,1.0,1,1,0.0,0.0,0.31,0.155,0.31,0.155,0.0,0.0,2,0.155,0.155,0.155,0.575,0.0,0.0,0.0,0.0,0.0,0.155,0.155,0.155,200,1.0,1.0,-1.0000889005818398e-12,0.0,b1,0.0,0.0,2,True,0.7931696355168266,3.9847130408653846,4.152301494891827,0.8331007127403846,0.7931696355168266,0.31,0.31,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citb_instrdialog_order1_seed1_ours_v1_strict,ours,2,task565_circa_answer_generation,945,0.0,28.389285714285716,0.03816279919236583,368070,66660,9.510336624122738,0.002064133667320568,1e-05,learned_router,500,2,0,"{""b1"": 500}",0.35,1,0,default,500,498,2,2.4944779116465865,0.5467208623886108,0.977911651134491,2,1,0.09992313040031034,0.9992313040031033,0.0,0.07666666666666667,0.0,0.07666666666666667,0.039999999999999994,0.039999999999999994,3,0.08825068011910117,0.08508874458874459,0.0875787224471435,0.343261682733971,0.0,0.0,0.0,0.0,0.0,0.07666666666666667,0.07666666666666667,0.07666666666666666,300,0.5266666666666666,0.6060962772091004,0.6703954622484912,1.358248494466146,b1,0.09992313040031034,0.9992313040031033,2,False,0.0,3.8866119384765625,4.0159912109375,0.0,0.0,0.23,0.23,0.07999999999999999,0.07999999999999999,"{""b1"": 500}",0.09999999999999884,0.04999999999999942,0.04999999999999942,1.0,1.0,0.36552249319338925,1.717466578652396e-07,0.0,0.3655226720073236,945,498,0.49538174271583557,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citb_instrdialog_order1_seed1_ours_v1_strict,ours,3,task1714_convai3_sentence_generation,945,0.0,26.853439153439155,0.02521262489180401,1151115,81015,8.632956726401435,0.0010525693273360324,1e-05,learned_router,500,2,0,"{""b1"": 500}",0.17254436898231507,1,0,default,500,498,2,2.9967996987951806,0.6300644874572754,0.9196786880493164,2,1,0.09990395754652116,0.9990395754652116,0.0,0.0475,0.0,0.0475,0.04,0.04,4,0.05290823899277464,0.06192120674947687,0.05274012560789734,0.24387406779582066,0.0,0.0,0.0,0.0,0.0,0.0475,0.0475,0.0475,400,0.6125,0.5503564382560161,0.687720184005991,1.946282196044922,b2,0.09990395754652116,0.9990395754652116,3,True,0.155761892503005,3.968486492450421,4.171754103440505,0.08187355397385834,0.155761892503005,0.19,0.19,0.12,0.12,"{""b1"": 500}",0.09999999999999884,0.04999999999999942,0.04999999999999942,1.0,1.0,0.33943122209064547,1.7183994498342269e-07,0.0,0.3394314009045798,945,498,0.5795215964317322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citb_instrdialog_order1_seed1_ours_v1_strict,ours,4,task574_air_dialogue_sentence_generation,945,0.0,29.528703703703705,0.03556391678937765,1943505,104730,8.485617639744042,0.0023045318259706134,1e-05,learned_router,500,3,0,"{""b2"": 500}",0.23333333333333334,1,0,default,500,500,0,2.610625,1.0460306406021118,0.0,3,1,0.09987877313318225,0.9987877313318224,0.0,0.038,0.0,0.038,0.03,0.03,5,0.042936539470776504,0.052011304187728334,0.04280165199652045,0.19669571751449508,0.0,0.0,0.0,0.0,0.0,0.038,0.038,0.038,500,0.064,0.38453720273347863,1.073845768508948,0.9369573974609375,b2,0.09987877313318225,0.9987877313318224,3,False,0.0,15.4677734375,15.001953125,0.0,0.0,0.19,0.19,0.12,0.12,"{""b2"": 500}",0.07071067811865647,0.035355339059328236,0.035355339059328236,1.0,0.7071067811865525,0.2481662813475523,9.623618801751512e-08,0.0,0.2481663707702879,945,500,0.9454128742218018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citb_instrdialog_order1_seed1_ours_v1_strict,ours,5,task1590_diplomacy_text_generation,15,0.0,28.966666666666665,0.013852813715736071,38145,3465,13.614287475897275,0.0036898648095202427,1e-05,learned_router,8,3,8,"{""b2"": 8}",0.001528032124042511,1,0,default,8,7,1,0.7142857142857143,1.0492525100708008,0.0,3,1,0.0998769479981596,0.9987694799815959,0.0,0.03166666666666667,0.0,0.03166666666666667,0.024,0.024,6,0.03634164301575158,0.04500411068937523,0.03620805087915973,0.1666043667019925,0.0,0.0,0.0,0.0,0.0,0.03166666666666667,0.03166666666666667,0.03166666666666667,600,0.06666666666666667,0.38131398302994285,1.077803741854044,0.8579251098632813,b3,0.0998769479981596,0.9987694799815959,4,True,0.03447916826922995,15.51239483173077,15.03643329326923,0.04462039423077005,0.03447916826922995,0.19,0.19,0.12,0.12,"{""b1"": 8}",0.07071067811865474,0.03535533905932737,0.03535533905932737,1.0,0.7071067811865477,0.25178405046463015,9.529952838723451e-08,0.0,0.2517841398715973,15,7,0.9486538767814636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citb_instrdialog_order1_seed1_ours_v1_strict,ours,6,task1730_personachat_choose_next,945,0.0,26.938095238095237,0.03354428712741802,2061930,102285,7.899370804922949,0.0020830080506703923,1e-05,learned_router,500,4,0,"{""b3"": 500}",0.17500000000000004,1,0,default,500,487,13,0.4544404517453799,1.4100595712661743,0.9609856009483337,4,1,0.09993920709738222,0.9993920709738221,0.0,0.02,0.0,0.02,0.028333333333333332,0.028333333333333332,7,0.021038715530996486,0.02251224712925288,0.021038197181421532,0.1607469714788808,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,700,0.6742857142857143,0.28094582590330114,1.361500964783991,0.5276997593470982,b3,0.09993920709738222,0.9993920709738221,4,False,0.0,17.314453125,17.326171875,0.0,0.0,0.14,0.14,0.16999999999999998,0.16999999999999998,"{""b3"": 500}",0.05773502691896229,0.028867513459481145,0.028867513459481145,1.0,0.5773502691896379,0.2149325121489782,5.904516218462295e-08,0.0,0.214932571753623,945,487,1.2597178220748901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citb_instrdialog_order1_seed1_ours_v1_strict,ours,7,task294_storycommonsense_motiv_text_generation,945,0.0,31.102777777777778,0.15106727160592243,1327995,24510,11.951091602241089,0.0017912100287655643,1e-05,learned_router,500,4,0,"{""b3"": 500}",3.916025161743164e-07,1,0,default,500,494,6,1.2530364372469636,1.4183878898620605,0.8684210777282715,4,1,0.09984995882984954,0.9984995882984954,0.0,0.01,0.0,0.01,0.032857142857142856,0.032857142857142856,8,0.02093320754192975,0.02322702747535088,0.020570442734885185,0.1471441041266203,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,800,0.0525,0.27848555698695543,1.3659601528629246,0.8434047698974609,b4,0.09984995882984954,0.9984995882984954,5,True,0.0770723173076934,17.303297776442307,17.403245192307693,0.0,0.0770723173076934,0.08,0.08,0.22999999999999998,0.22999999999999998,"{""b3"": 500}",0.05773502691896229,0.028867513459481145,0.028867513459481145,1.0,0.5773502691896379,0.18500140107497967,5.9205846078326895e-08,0.0,0.18500146067962445,945,494,1.268082857131958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citb_instrdialog_order1_seed1_ours_v1_strict,ours,8,task576_curiosity_dialogs_answer_generation,945,0.0,29.878703703703703,0.01438229514542159,1111770,243645,7.673117377287599,0.002163435508500819,1e-05,learned_router,500,5,0,"{""b4"": 500}",0.14,1,0,default,500,470,30,0.47898936170212764,1.6970771551132202,0.7234042286872864,5,1,0.0998125219667235,0.9981252196672349,0.0,0.015555555555555557,0.0,0.015555555555555557,0.021249999999999998,0.021249999999999998,9,0.01991968759894635,0.02054988118017182,0.019920017135198722,0.158830060385016,0.0,0.0,0.0,0.0,0.0,0.015555555555555557,0.015555555555555557,0.015555555555555555,900,0.62,0.22161898905322197,1.5845841836304848,0.7567764621310764,b4,0.0998125219667235,0.9981252196672349,5,False,0.0,17.65234375,17.728515625,0.0,0.0,0.14,0.14,0.16999999999999998,0.16999999999999998,"{""b4"": 500}",0.04999999999999942,0.02499999999999971,0.02499999999999971,1.0,0.5,0.16917700589333892,5.724129361922717e-08,0.0,0.1691770654979837,945,470,1.4968582391738892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citb_instrdialog_order1_seed1_ours_v1_strict,ours,9,task1600_smcalflow_sentence_generation,945,0.0,28.49510582010582,0.040038291869497804,785325,78990,8.4057998759362,0.00131992492664371,1e-05,learned_router,500,5,301,"{""b4"": 500}",0.0001257447302341461,1,0,default,500,455,45,0.41177884615384613,1.7022619247436523,0.2945055067539215,5,1,0.09978389946044307,0.9978389946044306,0.0,0.012,0.0,0.012,0.021111111111111112,0.021111111111111112,10,0.019584154526473142,0.01929168661270768,0.019379817139431273,0.14192938551134335,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,1000,0.076,0.22045787591057492,1.5865840531258808,0.6961691284179687,b4,0.09978389946044307,0.9978389946044306,5,False,0.0,17.680739182692307,17.67882361778846,0.028394432692306598,0.0,0.12,0.12,0.19,0.19,"{""b2"": 301, ""b4"": 199}",0.04999999999999942,0.02499999999999971,0.02499999999999971,1.0,0.5,0.1586489803891964,5.707693218565154e-08,0.0,0.15864903999384117,945,455,1.502050757408142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
